file_name,accession,name,full_header
PQ585780.fasta,PQ585780.1,"Lappula drobovii voucher 178978 chloroplast, complete genome","PQ585780.1 Lappula drobovii voucher 178978 chloroplast, complete genome"
PQ571327.fasta,PQ571327.1,"Lappula duplicicarpa var. brevispinula voucher BNU2021XJ043 chloroplast, complete genome","PQ571327.1 Lappula duplicicarpa var. brevispinula voucher BNU2021XJ043 chloroplast, complete genome"
PQ571326.fasta,PQ571326.1,"Lappula duplicicarpa voucher BNU2020XJ045 chloroplast, complete genome","PQ571326.1 Lappula duplicicarpa voucher BNU2020XJ045 chloroplast, complete genome"
PV548706.fasta,PV548706.1,"Lappula effusa voucher 2023EH098 chloroplast, complete genome","PV548706.1 Lappula effusa voucher 2023EH098 chloroplast, complete genome"
PV548690.fasta,PV548690.1,"Lappula granulata voucher BNU2020GS108-1 chloroplast, complete genome","PV548690.1 Lappula granulata voucher BNU2020GS108-1 chloroplast, complete genome"
PQ585767.fasta,PQ585767.1,"Lappula heteracantha voucher BNU2020GS123 chloroplast, complete genome","PQ585767.1 Lappula heteracantha voucher BNU2020GS123 chloroplast, complete genome"
PV548691.fasta,PV548691.1,"Lappula heteromorpha voucher BNU2019XJ208-1 chloroplast, complete genome","PV548691.1 Lappula heteromorpha voucher BNU2019XJ208-1 chloroplast, complete genome"
PV548689.fasta,PV548689.1,"Lappula himalayensis voucher BNU:15265 chloroplast, complete genome","PV548689.1 Lappula himalayensis voucher BNU:15265 chloroplast, complete genome"
PV548707.fasta,PV548707.1,"Lappula krylovii voucher 2023EH118 chloroplast, complete genome","PV548707.1 Lappula krylovii voucher 2023EH118 chloroplast, complete genome"
PQ585775.fasta,PQ585775.1,"Lappula lasiocarpa voucher BNU2020XJ149 chloroplast, complete genome","PQ585775.1 Lappula lasiocarpa voucher BNU2020XJ149 chloroplast, complete genome"
PQ585773.fasta,PQ585773.1,"Lappula lipschitzii voucher BNU2021XJ001 chloroplast, complete genome","PQ585773.1 Lappula lipschitzii voucher BNU2021XJ001 chloroplast, complete genome"
PQ571329.fasta,PQ571329.1,"Lappula macrantha voucher BNU2020XJ147 chloroplast, complete genome","PQ571329.1 Lappula macrantha voucher BNU2020XJ147 chloroplast, complete genome"
PQ585782.fasta,PQ585782.1,"Lappula microcarpa voucher 2023TAJ104 chloroplast, complete genome","PQ585782.1 Lappula microcarpa voucher 2023TAJ104 chloroplast, complete genome"
PV548695.fasta,PV548695.1,"Lappula mogoltavica voucher TASH:98317 chloroplast, complete genome","PV548695.1 Lappula mogoltavica voucher TASH:98317 chloroplast, complete genome"
PQ580732.fasta,PQ580732.1,"Lappula monocarpa voucher BNU2019XJ214 chloroplast, complete genome","PQ580732.1 Lappula monocarpa voucher BNU2019XJ214 chloroplast, complete genome"
PQ585765.fasta,PQ585765.1,"Lappula myosotis voucher BNU2020GS128 chloroplast, complete genome","PQ585765.1 Lappula myosotis voucher BNU2020GS128 chloroplast, complete genome"
PV548703.fasta,PV548703.1,"Lappula nevskii voucher TASH:280 chloroplast, complete genome","PV548703.1 Lappula nevskii voucher TASH:280 chloroplast, complete genome"
PV548705.fasta,PV548705.1,"Lappula nuratavica voucher TASH:7073 chloroplast, complete genome","PV548705.1 Lappula nuratavica voucher TASH:7073 chloroplast, complete genome"
PQ585758.fasta,PQ585758.1,"Lappula patula voucher BNU2017XJ213 chloroplast, complete genome","PQ585758.1 Lappula patula voucher BNU2017XJ213 chloroplast, complete genome"
PV548693.fasta,PV548693.1,"Lappula pavlovii voucher BNU2020XJ051 chloroplast, complete genome","PV548693.1 Lappula pavlovii voucher BNU2020XJ051 chloroplast, complete genome"
PV548688.fasta,PV548688.1,"Lappula pratensis voucher BNU:16864 chloroplast, complete genome","PV548688.1 Lappula pratensis voucher BNU:16864 chloroplast, complete genome"
PQ585768.fasta,PQ585768.1,"Lappula ramulosa voucher BNU2019XJ359 chloroplast, complete genome","PQ585768.1 Lappula ramulosa voucher BNU2019XJ359 chloroplast, complete genome"
PQ580734.fasta,PQ580734.1,"Lappula redowskii voucher BNU2020GS038 chloroplast, complete genome","PQ580734.1 Lappula redowskii voucher BNU2020GS038 chloroplast, complete genome"
PV548702.fasta,PV548702.1,"Lappula semialata voucher TASH:699 chloroplast, complete genome","PV548702.1 Lappula semialata voucher TASH:699 chloroplast, complete genome"
PQ585763.fasta,PQ585763.1,"Lappula semiglabra voucher BNU2020GS007 chloroplast, complete genome","PQ585763.1 Lappula semiglabra voucher BNU2020GS007 chloroplast, complete genome"
PV548681.fasta,PV548681.1,"Lappula sericata voucher BNU2019XJ271 chloroplast, complete genome","PV548681.1 Lappula sericata voucher BNU2019XJ271 chloroplast, complete genome"
PQ580735.fasta,PQ580735.1,"Lappula shanhsiensis voucher BNU2020GS071 chloroplast, complete genome","PQ580735.1 Lappula shanhsiensis voucher BNU2020GS071 chloroplast, complete genome"
PV548692.fasta,PV548692.1,"Lappula spinocarpos voucher BNU2020XJ040 chloroplast, complete genome","PV548692.1 Lappula spinocarpos voucher BNU2020XJ040 chloroplast, complete genome"
PQ585784.fasta,PQ585784.1,"Lappula stricta voucher 2023TAJ109 chloroplast, complete genome","PQ585784.1 Lappula stricta voucher 2023TAJ109 chloroplast, complete genome"
PQ580733.fasta,PQ580733.1,"Lappula tianschanica voucher BNU2019XJ346 chloroplast, complete genome","PQ580733.1 Lappula tianschanica voucher BNU2019XJ346 chloroplast, complete genome"
PV548712.fasta,PV548712.1,"Lappula transalaica voucher TASH:242 chloroplast, complete genome","PV548712.1 Lappula transalaica voucher TASH:242 chloroplast, complete genome"
OR896881.fasta,OR896881.1,"Laserpitium latifolium chloroplast, complete genome","OR896881.1 Laserpitium latifolium chloroplast, complete genome"
OR884995.fasta,OR884995.1,"Laserpitium peucedanoides chloroplast, complete genome","OR884995.1 Laserpitium peucedanoides chloroplast, complete genome"
PP234570.fasta,PP234570.1,"Lasiocaryum densiflorum isolate p61 chloroplast, complete genome","PP234570.1 Lasiocaryum densiflorum isolate p61 chloroplast, complete genome"
OR783472.fasta,OR783472.1,"Lasiopogon glomerulatus chloroplast, complete genome","OR783472.1 Lasiopogon glomerulatus chloroplast, complete genome"
PQ632122.fasta,PQ632122.1,"Lasiorhachis perrieri chloroplast, complete genome","PQ632122.1 Lasiorhachis perrieri chloroplast, complete genome"
PP336768.fasta,PP336768.1,"Lathraea squamaria chloroplast, complete genome","PP336768.1 Lathraea squamaria chloroplast, complete genome"
PV423700.1.fasta,PV423700.1,"Lauderia annulata strain RCC5796 chloroplast, complete genome","PV423700.1 Lauderia annulata strain RCC5796 chloroplast, complete genome"
PX569468.fasta,PX569468.1,"Lavandula maroccana isolate 01Lmarocca chloroplast, complete genome","PX569468.1 Lavandula maroccana isolate 01Lmarocca chloroplast, complete genome"
PV929577.fasta,PV929577.1,"Lemna aequinoctialis chloroplast, complete genome","PV929577.1 Lemna aequinoctialis chloroplast, complete genome"
PP336769.fasta,PP336769.1,"Leontodon crispus chloroplast, complete genome","PP336769.1 Leontodon crispus chloroplast, complete genome"
OR990536.fasta,OR990536.1,"Leontodon dubius chloroplast, complete genome","OR990536.1 Leontodon dubius chloroplast, complete genome"
OR990525.fasta,OR990525.1,"Leontodon hispidus chloroplast, complete genome","OR990525.1 Leontodon hispidus chloroplast, complete genome"
OR990526.fasta,OR990526.1,"Leontodon incanus chloroplast, complete genome","OR990526.1 Leontodon incanus chloroplast, complete genome"
PX316523.fasta,PX316523.1,"Leontopodium dedekensii chloroplast, complete genome","PX316523.1 Leontopodium dedekensii chloroplast, complete genome"
OR915891.fasta,OR915891.1,"Leontopodium nivale subsp. alpinum chloroplast, complete genome","OR915891.1 Leontopodium nivale subsp. alpinum chloroplast, complete genome"
PP234558.fasta,PP234558.1,"Leontopodium pusillum isolate p45 chloroplast, complete genome","PP234558.1 Leontopodium pusillum isolate p45 chloroplast, complete genome"
OR738465.fasta,OR738465.1,"Leontopodium wilsonii chloroplast, complete genome","OR738465.1 Leontopodium wilsonii chloroplast, complete genome"
PQ231095.fasta,PQ231095.1,"Leonurus panzerioides chloroplast, complete genome","PQ231095.1 Leonurus panzerioides chloroplast, complete genome"
PQ231098.fasta,PQ231098.1,"Leonurus turkestanicus chloroplast, complete genome","PQ231098.1 Leonurus turkestanicus chloroplast, complete genome"
PX828354.fasta,PX828354.1,"Lepanthes clareae chloroplast, complete genome","PX828354.1 Lepanthes clareae chloroplast, complete genome"
PX828355.fasta,PX828355.1,"Lepanthes cloesii chloroplast, complete genome","PX828355.1 Lepanthes cloesii chloroplast, complete genome"
PX828356.fasta,PX828356.1,"Lepanthes tachirensis chloroplast, complete genome","PX828356.1 Lepanthes tachirensis chloroplast, complete genome"
PV548682.fasta,PV548682.1,"Lepechiniella alatavica voucher BNU2020XJ299 chloroplast, complete genome","PV548682.1 Lepechiniella alatavica voucher BNU2020XJ299 chloroplast, complete genome"
PV548709.fasta,PV548709.1,"Lepechiniella sarawschanica voucher TASH:1205 chloroplast, complete genome","PV548709.1 Lepechiniella sarawschanica voucher TASH:1205 chloroplast, complete genome"
PQ576719.fasta,PQ576719.1,"Lepidagathis incurva voucher FGRC-2024.10.01-Lanchuycong chloroplast, complete genome","PQ576719.1 Lepidagathis incurva voucher FGRC-2024.10.01-Lanchuycong chloroplast, complete genome"
PV712667.fasta,PV712667.1,"Lepidium apetalum isolate DXC chloroplast, complete genome","PV712667.1 Lepidium apetalum isolate DXC chloroplast, complete genome"
PV712666.fasta,PV712666.1,"Lepidium campestre isolate LDXC chloroplast, complete genome","PV712666.1 Lepidium campestre isolate LDXC chloroplast, complete genome"
PV712665.fasta,PV712665.1,"Lepidium chalepense isolate QGQXC chloroplast, complete genome","PV712665.1 Lepidium chalepense isolate QGQXC chloroplast, complete genome"
PV712664.fasta,PV712664.1,"Lepidium cuneiforme isolate XYDXC chloroplast, complete genome","PV712664.1 Lepidium cuneiforme isolate XYDXC chloroplast, complete genome"
PV712663.fasta,PV712663.1,"Lepidium densiflorum isolate MHDXC chloroplast, complete genome","PV712663.1 Lepidium densiflorum isolate MHDXC chloroplast, complete genome"
PV712662.fasta,PV712662.1,"Lepidium didymum isolate CJ chloroplast, complete genome","PV712662.1 Lepidium didymum isolate CJ chloroplast, complete genome"
PV712657.fasta,PV712657.1,"Lepidium draba isolate QXC chloroplast, complete genome","PV712657.1 Lepidium draba isolate QXC chloroplast, complete genome"
PV712658.fasta,PV712658.1,"Lepidium latifolium isolate KYDXC chloroplast, complete genome","PV712658.1 Lepidium latifolium isolate KYDXC chloroplast, complete genome"
PV605702.fasta,PV605702.1,"Lepidium olgae chloroplast, complete genome","PV605702.1 Lepidium olgae chloroplast, complete genome"
PV712659.fasta,PV712659.1,"Lepidium perfoliatum isolate BJDXC chloroplast, complete genome","PV712659.1 Lepidium perfoliatum isolate BJDXC chloroplast, complete genome"
PP165053.fasta,PP165053.1,"Lepidium ruderale chloroplast, complete genome","PP165053.1 Lepidium ruderale chloroplast, complete genome"
PV712661.fasta,PV712661.1,"Lepidium sativum isolate JDXC chloroplast, complete genome","PV712661.1 Lepidium sativum isolate JDXC chloroplast, complete genome"
PV712660.fasta,PV712660.1,"Lepidium virginicum isolate BMDXC chloroplast, complete genome","PV712660.1 Lepidium virginicum isolate BMDXC chloroplast, complete genome"
PV370340.fasta,PV370340.1,"Leptodermis rehderiana isolate 515 chloroplast, complete genome","PV370340.1 Leptodermis rehderiana isolate 515 chloroplast, complete genome"
PV870712.fasta,PV870712.1,"Leptodesmia congesta voucher 3079-MO chloroplast, complete genome","PV870712.1 Leptodesmia congesta voucher 3079-MO chloroplast, complete genome"
PV870814.fasta,PV870814.1,"Leptosema aphyllum voucher Yi14838-Yi Lab chloroplast, complete genome","PV870814.1 Leptosema aphyllum voucher Yi14838-Yi Lab chloroplast, complete genome"
PV032006.fasta,PV032006.1,"Lespedeza davidii chloroplast, complete genome","PV032006.1 Lespedeza davidii chloroplast, complete genome"
PQ652319.fasta,PQ652319.1,"Lespedeza inschanica isolate DP Jin chloroplast, complete genome","PQ652319.1 Lespedeza inschanica isolate DP Jin chloroplast, complete genome"
PQ652320.fasta,PQ652320.1,"Lespedeza juncea isolate DP Jin chloroplast, complete genome","PQ652320.1 Lespedeza juncea isolate DP Jin chloroplast, complete genome"
PQ963377.fasta,PQ963377.1,"Lespedeza sp. isolate HD25 chloroplast, complete genome","PQ963377.1 Lespedeza sp. isolate HD25 chloroplast, complete genome"
PV870822.fasta,PV870822.1,"Lessertia frutescens voucher Yi15107-Yi Lab chloroplast, complete genome","PV870822.1 Lessertia frutescens voucher Yi15107-Yi Lab chloroplast, complete genome"
PX233968.1.fasta,PX233968.1,"Lethocolea sp. HX-2025a voucher HSNU:20240805-20B chloroplast, complete genome","PX233968.1 Lethocolea sp. HX-2025a voucher HSNU:20240805-20B chloroplast, complete genome"
OR990528.fasta,OR990528.1,"Leucanthemopsis alpina chloroplast, complete genome","OR990528.1 Leucanthemopsis alpina chloroplast, complete genome"
OR990529.fasta,OR990529.1,"Leucanthemum heterophyllum chloroplast, complete genome","OR990529.1 Leucanthemum heterophyllum chloroplast, complete genome"
PV802396.fasta,PV802396.1,"Leucas ciliata chloroplast, complete genome","PV802396.1 Leucas ciliata chloroplast, complete genome"
OR565912.fasta,OR565912.1,"Leucas mollissima voucher XCL2221 chloroplast, complete genome","OR565912.1 Leucas mollissima voucher XCL2221 chloroplast, complete genome"
PQ231099.fasta,PQ231099.1,"Leucas neuflizeana chloroplast, complete genome","PQ231099.1 Leucas neuflizeana chloroplast, complete genome"
OR884996.fasta,OR884996.1,"Leucojum vernum chloroplast, complete genome","OR884996.1 Leucojum vernum chloroplast, complete genome"
PV870693.fasta,PV870693.1,"Leucomphalos mildbraedii voucher 482-MO chloroplast, complete genome","PV870693.1 Leucomphalos mildbraedii voucher 482-MO chloroplast, complete genome"
OR835155.fasta,OR835155.1,"Leuenbergeria portulacifolia voucher DES:2016-0465-011G chloroplast, complete genome","OR835155.1 Leuenbergeria portulacifolia voucher DES:2016-0465-011G chloroplast, complete genome"
PX733922.fasta,PX733922.1,"Leuzea repens chloroplast, complete genome","PX733922.1 Leuzea repens chloroplast, complete genome"
OR990537.fasta,OR990537.1,"Leuzea rhapontica chloroplast, complete genome","OR990537.1 Leuzea rhapontica chloroplast, complete genome"
PV613239.fasta,PV613239.1,"Levisticum officinale isolate L63 chloroplast, complete genome","PV613239.1 Levisticum officinale isolate L63 chloroplast, complete genome"
OR783473.fasta,OR783473.1,"Leysera tenella chloroplast, complete genome","OR783473.1 Leysera tenella chloroplast, complete genome"
PP078847.fasta,PP078847.1,"Libanotis abolinii isolate LLJ23082001 chloroplast, complete genome","PP078847.1 Libanotis abolinii isolate LLJ23082001 chloroplast, complete genome"
PP078848.fasta,PP078848.1,"Libanotis depressa isolate LLJ23080901 chloroplast, complete genome","PP078848.1 Libanotis depressa isolate LLJ23080901 chloroplast, complete genome"
PP078850.fasta,PP078850.1,"Libanotis grubovii isolate LLJ23072401 chloroplast, complete genome","PP078850.1 Libanotis grubovii isolate LLJ23072401 chloroplast, complete genome"
PP078852.fasta,PP078852.1,"Libanotis incana isolate LLJ23073104 chloroplast, complete genome","PP078852.1 Libanotis incana isolate LLJ23073104 chloroplast, complete genome"
PP078853.fasta,PP078853.1,"Libanotis lancifolia isolate LLJ23082201 chloroplast, complete genome","PP078853.1 Libanotis lancifolia isolate LLJ23082201 chloroplast, complete genome"
PP078854.fasta,PP078854.1,"Libanotis laticalycina isolate LLJ23082401 chloroplast, complete genome","PP078854.1 Libanotis laticalycina isolate LLJ23082401 chloroplast, complete genome"
OQ570471.fasta,OQ570471.1,"Libanotis schrenkiana chloroplast, complete genome","OQ570471.1 Libanotis schrenkiana chloroplast, complete genome"
PP078855.fasta,PP078855.1,"Libanotis spodotrichoma isolate LLJ23082501 chloroplast, complete genome","PP078855.1 Libanotis spodotrichoma isolate LLJ23082501 chloroplast, complete genome"
PP078856.fasta,PP078856.1,"Libanotis wannienchun isolate LLJ23082701 chloroplast, complete genome","PP078856.1 Libanotis wannienchun isolate LLJ23082701 chloroplast, complete genome"
PV221543.fasta,PV221543.1,"Libertia chilensis chloroplast, complete genome","PV221543.1 Libertia chilensis chloroplast, complete genome"
PV221540.fasta,PV221540.1,"Libertia colombiana chloroplast, complete genome","PV221540.1 Libertia colombiana chloroplast, complete genome"
PV221548.fasta,PV221548.1,"Libertia cranwelliae chloroplast, complete genome","PV221548.1 Libertia cranwelliae chloroplast, complete genome"
PV221550.fasta,PV221550.1,"Libertia edgariae chloroplast, complete genome","PV221550.1 Libertia edgariae chloroplast, complete genome"
PV221547.fasta,PV221547.1,"Libertia flaccidifolia chloroplast, complete genome","PV221547.1 Libertia flaccidifolia chloroplast, complete genome"
PV221546.fasta,PV221546.1,"Libertia grandiflora chloroplast, complete genome","PV221546.1 Libertia grandiflora chloroplast, complete genome"
PV221551.fasta,PV221551.1,"Libertia ixioides chloroplast, complete genome","PV221551.1 Libertia ixioides chloroplast, complete genome"
PV221552.fasta,PV221552.1,"Libertia micrantha chloroplast, complete genome","PV221552.1 Libertia micrantha chloroplast, complete genome"
PV221539.fasta,PV221539.1,"Libertia mooreae chloroplast, complete genome","PV221539.1 Libertia mooreae chloroplast, complete genome"
PV221545.fasta,PV221545.1,"Libertia paniculata chloroplast, complete genome","PV221545.1 Libertia paniculata chloroplast, complete genome"
PV221549.fasta,PV221549.1,"Libertia peregrinans chloroplast, complete genome","PV221549.1 Libertia peregrinans chloroplast, complete genome"
PV221544.fasta,PV221544.1,"Libertia pulchella chloroplast, complete genome","PV221544.1 Libertia pulchella chloroplast, complete genome"
PV221542.fasta,PV221542.1,"Libertia sessiliflora chloroplast, complete genome","PV221542.1 Libertia sessiliflora chloroplast, complete genome"
PV221541.fasta,PV221541.1,"Libertia tricocca chloroplast, complete genome","PV221541.1 Libertia tricocca chloroplast, complete genome"
PV870830.fasta,PV870830.1,"Libidibia paraguariensis voucher Yi15270-KUN chloroplast, complete genome","PV870830.1 Libidibia paraguariensis voucher Yi15270-KUN chloroplast, complete genome"
PV870742.fasta,PV870742.1,"Librevillea klainei voucher 3274-MO chloroplast, complete genome","PV870742.1 Librevillea klainei voucher 3274-MO chloroplast, complete genome"
ON470823.fasta,ON470823.1,"Ligusticopsis multivittata voucher DGLJ chloroplast, complete genome","ON470823.1 Ligusticopsis multivittata voucher DGLJ chloroplast, complete genome"
ON470822.fasta,ON470822.1,"Ligusticum glaucifolium voucher BYLJ chloroplast, complete genome","ON470822.1 Ligusticum glaucifolium voucher BYLJ chloroplast, complete genome"
PP078858.fasta,PP078858.1,"Ligusticum mucronatum isolate LLJ23072301 chloroplast, complete genome","PP078858.1 Ligusticum mucronatum isolate LLJ23072301 chloroplast, complete genome"
OR896882.fasta,OR896882.1,"Ligusticum mutellina chloroplast, complete genome","OR896882.1 Ligusticum mutellina chloroplast, complete genome"
PV613221.fasta,PV613221.1,"Ligusticum nematophyllum isolate SCSP chloroplast, complete genome","PV613221.1 Ligusticum nematophyllum isolate SCSP chloroplast, complete genome"
ON470830.fasta,ON470830.1,"Ligusticum nullivittatum voucher WGSN chloroplast, complete genome","ON470830.1 Ligusticum nullivittatum voucher WGSN chloroplast, complete genome"
PV613225.fasta,PV613225.1,"Ligusticum reptans isolate L42GZTR chloroplast, complete genome","PV613225.1 Ligusticum reptans isolate L42GZTR chloroplast, complete genome"
ON470833.fasta,ON470833.1,"Ligusticum sikiangense voucher CDKD chloroplast, complete genome","ON470833.1 Ligusticum sikiangense voucher CDKD chloroplast, complete genome"
OM640182.fasta,OM640182.1,"Ligustrum foliosum voucher PDBK1990-0041 chloroplast, complete genome","OM640182.1 Ligustrum foliosum voucher PDBK1990-0041 chloroplast, complete genome"
OM640183.fasta,OM640183.1,"Ligustrum ibota voucher PDBK2019-1009 chloroplast, complete genome","OM640183.1 Ligustrum ibota voucher PDBK2019-1009 chloroplast, complete genome"
PX309531.fasta,PX309531.2,"Ligustrum japonicum chloroplast, complete genome","PX309531.2 Ligustrum japonicum chloroplast, complete genome"
OM640181.fasta,OM640181.1,"Ligustrum leucanthum voucher PDBK1990-0042 chloroplast, complete genome","OM640181.1 Ligustrum leucanthum voucher PDBK1990-0042 chloroplast, complete genome"
OM640185.fasta,OM640185.1,"Ligustrum lucidum voucher PDBK2010-1526 chloroplast, complete genome","OM640185.1 Ligustrum lucidum voucher PDBK2010-1526 chloroplast, complete genome"
OM640186.fasta,OM640186.1,"Ligustrum obtusifolium voucher PDBK2009-0118 chloroplast, complete genome","OM640186.1 Ligustrum obtusifolium voucher PDBK2009-0118 chloroplast, complete genome"
OM640187.fasta,OM640187.1,"Ligustrum ovalifolium voucher PDBK2019-0971 chloroplast, complete genome","OM640187.1 Ligustrum ovalifolium voucher PDBK2019-0971 chloroplast, complete genome"
OM640188.fasta,OM640188.1,"Ligustrum quihoui var. latifolium voucher PDBK2009-1227 chloroplast, complete genome","OM640188.1 Ligustrum quihoui var. latifolium voucher PDBK2009-1227 chloroplast, complete genome"
OM640189.fasta,OM640189.1,"Ligustrum sempervirens voucher AA 634-86 chloroplast, complete genome","OM640189.1 Ligustrum sempervirens voucher AA 634-86 chloroplast, complete genome"
OM640190.fasta,OM640190.1,"Ligustrum sinense voucher AA 839-82-MASS chloroplast, complete genome","OM640190.1 Ligustrum sinense voucher AA 839-82-MASS chloroplast, complete genome"
PP336771.fasta,PP336771.1,"Ligustrum vulgare chloroplast, complete genome","PP336771.1 Ligustrum vulgare chloroplast, complete genome"
PP155506.fasta,PP155506.1,"lijiangense Lilium lijiangense chloroplast, complete genome","PP155506.1 lijiangense Lilium lijiangense chloroplast, complete genome"
PZ270244.fasta,PZ270244.1,"Lilium amoenum chloroplast, complete genome","PZ270244.1 Lilium amoenum chloroplast, complete genome"
OR350450.fasta,OR350450.1,"Lilium apertum isolate GYD344_2 chloroplast, complete genome","OR350450.1 Lilium apertum isolate GYD344_2 chloroplast, complete genome"
OR400158.fasta,OR400158.1,"Lilium bakerianum chloroplast, complete genome","OR400158.1 Lilium bakerianum chloroplast, complete genome"
PZ270246.fasta,PZ270246.1,"Lilium bakerianum var. rubrum chloroplast, complete genome","PZ270246.1 Lilium bakerianum var. rubrum chloroplast, complete genome"
PX427841.fasta,PX427841.1,"Lilium basilissum isolate mh23080238 chloroplast, complete genome","PX427841.1 Lilium basilissum isolate mh23080238 chloroplast, complete genome"
OR400157.fasta,OR400157.1,"Lilium brownii var. viridulum chloroplast, complete genome","OR400157.1 Lilium brownii var. viridulum chloroplast, complete genome"
PP336772.fasta,PP336772.1,"Lilium bulbiferum subsp. bulbiferum chloroplast, complete genome","PP336772.1 Lilium bulbiferum subsp. bulbiferum chloroplast, complete genome"
PX436132.fasta,PX436132.1,"Lilium concolor chloroplast, complete genome","PX436132.1 Lilium concolor chloroplast, complete genome"
PP130591.fasta,PP130591.1,"Lilium jinfushanense chloroplast, complete genome","PP130591.1 Lilium jinfushanense chloroplast, complete genome"
OR400160.fasta,OR400160.1,"Lilium lancifolium chloroplast, complete genome","OR400160.1 Lilium lancifolium chloroplast, complete genome"
PQ663722.fasta,PQ663722.1,"Lilium leichtlinii isolate JN_CP chloroplast, complete genome","PQ663722.1 Lilium leichtlinii isolate JN_CP chloroplast, complete genome"
OR413693.fasta,OR413693.1,"Lilium longiflorum chloroplast, complete genome","OR413693.1 Lilium longiflorum chloroplast, complete genome"
PP130590.fasta,PP130590.1,"Lilium lophophorum chloroplast, complete genome","PP130590.1 Lilium lophophorum chloroplast, complete genome"
PP336773.fasta,PP336773.1,"Lilium martagon chloroplast, complete genome","PP336773.1 Lilium martagon chloroplast, complete genome"
PQ824871.fasta,PQ824871.1,"Lilium nanum isolate gyd-1389-1A chloroplast, complete genome","PQ824871.1 Lilium nanum isolate gyd-1389-1A chloroplast, complete genome"
PX831860.fasta,PX831860.1,"Lilium papilliferum chloroplast, complete genome","PX831860.1 Lilium papilliferum chloroplast, complete genome"
OR400159.fasta,OR400159.1,"Lilium pumilum chloroplast, complete genome","OR400159.1 Lilium pumilum chloroplast, complete genome"
OR350449.fasta,OR350449.1,"Lilium sealyi isolate GYD0445 chloroplast, complete genome","OR350449.1 Lilium sealyi isolate GYD0445 chloroplast, complete genome"
PP577214.fasta,PP577214.1,"Lilium sp. XC-2024a isolate GYD14042a chloroplast, complete genome","PP577214.1 Lilium sp. XC-2024a isolate GYD14042a chloroplast, complete genome"
PV916038.fasta,PV916038.1,"Lilium sp. ZB-2025a chloroplast, complete genome","PV916038.1 Lilium sp. ZB-2025a chloroplast, complete genome"
PV890005.fasta,PV890005.1,"Limnophila aromatica chloroplast, complete genome","PV890005.1 Limnophila aromatica chloroplast, complete genome"
PV890006.fasta,PV890006.1,"Limnophila rugosa chloroplast, complete genome","PV890006.1 Limnophila rugosa chloroplast, complete genome"
PP336774.fasta,PP336774.1,"Limodorum abortivum chloroplast, complete genome","PP336774.1 Limodorum abortivum chloroplast, complete genome"
PQ824630.fasta,PQ824630.1,"Limonium tenellum chloroplast, complete genome","PQ824630.1 Limonium tenellum chloroplast, complete genome"
PP336775.fasta,PP336775.1,"Linaria angustissima chloroplast, complete genome","PP336775.1 Linaria angustissima chloroplast, complete genome"
PP336776.fasta,PP336776.1,"Linaria vulgaris subsp. vulgaris chloroplast, complete genome","PP336776.1 Linaria vulgaris subsp. vulgaris chloroplast, complete genome"
OR264251.fasta,OR264251.1,"Lindera erythrocarpa voucher BSZ171 chloroplast, complete genome","OR264251.1 Lindera erythrocarpa voucher BSZ171 chloroplast, complete genome"
PV217815.fasta,PV217815.1,"Lindera latifolia chloroplast, complete genome","PV217815.1 Lindera latifolia chloroplast, complete genome"
PP346660.fasta,PP346660.1,"Lindera limprichtii chloroplast, complete genome","PP346660.1 Lindera limprichtii chloroplast, complete genome"
PP346659.fasta,PP346659.1,"Lindera pulcherrima chloroplast, complete genome","PP346659.1 Lindera pulcherrima chloroplast, complete genome"
PV217816.fasta,PV217816.1,"Lindera setchuenensis chloroplast, complete genome","PV217816.1 Lindera setchuenensis chloroplast, complete genome"
PV217817.fasta,PV217817.1,"Lindera tienchuanensis chloroplast, complete genome","PV217817.1 Lindera tienchuanensis chloroplast, complete genome"
OR995418.fasta,OR995418.1,"Lindleya mespiloides voucher D.E.Breedlove#69237 (PE-01683743) chloroplast, complete genome","OR995418.1 Lindleya mespiloides voucher D.E.Breedlove#69237 (PE-01683743) chloroplast, complete genome"
PV423713.1.fasta,PV423713.1,"Lineaperpetua lacustris strain AJA341-27 chloroplast, complete genome","PV423713.1 Lineaperpetua lacustris strain AJA341-27 chloroplast, complete genome"
PV423679.1.fasta,PV423679.1,"Lineaperpetua sp. ER-2025a strain AJA302-05 chloroplast, complete genome","PV423679.1 Lineaperpetua sp. ER-2025a strain AJA302-05 chloroplast, complete genome"
PP484609.fasta,PP484609.1,"Linum catharticum chloroplast, complete genome","PP484609.1 Linum catharticum chloroplast, complete genome"
PP484610.fasta,PP484610.1,"Linum tenuifolium chloroplast, complete genome","PP484610.1 Linum tenuifolium chloroplast, complete genome"
PX240736.fasta,PX240736.1,"Linum usitatissimum isolate Longya15 chloroplast, complete genome","PX240736.1 Linum usitatissimum isolate Longya15 chloroplast, complete genome"
PV870685.fasta,PV870685.1,"Liparia racemosa voucher DGE142-Michelle Lab chloroplast, complete genome","PV870685.1 Liparia racemosa voucher DGE142-Michelle Lab chloroplast, complete genome"
PQ571143.fasta,PQ571143.1,"Liparis bootanensis chloroplast, complete genome","PQ571143.1 Liparis bootanensis chloroplast, complete genome"
PQ571150.fasta,PQ571150.1,"Liparis brunnea chloroplast, complete genome","PQ571150.1 Liparis brunnea chloroplast, complete genome"
