B._velezensis_strain_W1	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
E._coli_strain_2015C-3163	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
E._coli_strain_CUVET20-1573	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
FO-S2_contigs	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
L._capsici_strain_InaCC_B347	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
L._fusiformis_strain_MGMM7	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
L._sp._FSL_W7-1291	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
M._shinjukuense_strain_MSJ-20	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
M._tuberculosis_strain_Beijing-like_36918	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
P._aeruginosa_strain_SHPHC59	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
P._hexagrammi_strain_YPD9-1	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
P._polymyxa_strain_P3	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
P._simiae_strain_FP689	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
P._sp._FSL_L8-0436	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
S._aureus_strain_BPH2900_isolate_BPH2900	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
S._aureus_strain_MSHS_PS00038.1A	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
S._tsukubensis_strain_NRRL_18488	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
S._zaomyceticus_strain_NBC_01228	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
V._ainsalahensis_strain_JCM_30907	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
V._dokdonensis_strain_21D	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
V._siamensis_strain_JCM_15395	A._thermoaerophilus_strain_AFn2	1.0	1.0	0/1000
A._sp._XH2	A._thermoaerophilus_strain_CCM_8960	0.0024636	0.0	904/1000
A._thermoaerophilus_strain_AFn2	A._thermoaerophilus_strain_CCM_8960	0.0	0.0	1000/1000
A._thermoaerophilus_strain_CCM_8960	A._thermoaerophilus_strain_CCM_8960	0.0	0.0	1000/1000
B._altitudinis_strain_Ba1449	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._atrophaeus_strain_globigii	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._borstelensis_strain_SLAM-AEPS2	A._thermoaerophilus_strain_CCM_8960	0.295981	0.000507843	1/1000
B._brevis_strain_DZQ7	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._cereus_strain_2-6A	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._laterosporus_strain_Bl-zj	A._thermoaerophilus_strain_CCM_8960	0.295981	0.000493983	1/1000
B._licheniformis_strain_FUA2151	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._ovatus_strain_BFG-261	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._paralicheniformis_strain_285-3	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._paranthracis_strain_PR1	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._sp._41-22	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._sp._HF-162	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._subtilis_strain_75	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._subtilis_strain_B171	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._subtilis_strain_JNF2	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._subtilis_strain_SRCM104011	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._subtilis_subsp._subtilis_isolate_FELIX_MS9	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._velezensis_strain_CN026	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._velezensis_strain_PTA-127065	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._velezensis_strain_Soil-4-2	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._velezensis_strain_UA0276	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
B._velezensis_strain_W1	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
E._coli_strain_2015C-3163	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
E._coli_strain_CUVET20-1573	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
FO-S2_contigs	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
L._capsici_strain_InaCC_B347	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
L._fusiformis_strain_MGMM7	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
L._sp._FSL_W7-1291	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
M._shinjukuense_strain_MSJ-20	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
M._tuberculosis_strain_Beijing-like_36918	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
P._aeruginosa_strain_SHPHC59	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
P._hexagrammi_strain_YPD9-1	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
P._polymyxa_strain_P3	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
P._simiae_strain_FP689	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
P._sp._FSL_L8-0436	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
S._aureus_strain_BPH2900_isolate_BPH2900	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
S._aureus_strain_MSHS_PS00038.1A	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
S._tsukubensis_strain_NRRL_18488	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
S._zaomyceticus_strain_NBC_01228	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
V._ainsalahensis_strain_JCM_30907	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
V._dokdonensis_strain_21D	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
V._siamensis_strain_JCM_15395	A._thermoaerophilus_strain_CCM_8960	1.0	1.0	0/1000
A._sp._XH2	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
A._thermoaerophilus_strain_AFn2	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
A._thermoaerophilus_strain_CCM_8960	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
B._altitudinis_strain_Ba1449	B._altitudinis_strain_Ba1449	0.0	0.0	1000/1000
B._atrophaeus_strain_globigii	B._altitudinis_strain_Ba1449	0.263022	9.98718e-08	2/1000
B._borstelensis_strain_SLAM-AEPS2	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
B._brevis_strain_DZQ7	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
B._cereus_strain_2-6A	B._altitudinis_strain_Ba1449	0.243761	2.28835e-11	3/1000
B._laterosporus_strain_Bl-zj	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
B._licheniformis_strain_FUA2151	B._altitudinis_strain_Ba1449	0.263022	1.01464e-07	2/1000
B._ovatus_strain_BFG-261	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
B._paralicheniformis_strain_285-3	B._altitudinis_strain_Ba1449	0.263022	1.03145e-07	2/1000
B._paranthracis_strain_PR1	B._altitudinis_strain_Ba1449	0.243761	2.04711e-11	3/1000
B._sp._41-22	B._altitudinis_strain_Ba1449	0.243761	2.01961e-11	3/1000
B._sp._HF-162	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
B._subtilis_strain_75	B._altitudinis_strain_Ba1449	0.295981	0.000446155	1/1000
B._subtilis_strain_B171	B._altitudinis_strain_Ba1449	0.295981	0.000452648	1/1000
B._subtilis_strain_JNF2	B._altitudinis_strain_Ba1449	0.295981	0.000449132	1/1000
B._subtilis_strain_SRCM104011	B._altitudinis_strain_Ba1449	0.263022	9.82783e-08	2/1000
B._subtilis_subsp._subtilis_isolate_FELIX_MS9	B._altitudinis_strain_Ba1449	0.295981	0.000449582	1/1000
B._velezensis_strain_CN026	B._altitudinis_strain_Ba1449	0.295981	0.000437845	1/1000
B._velezensis_strain_PTA-127065	B._altitudinis_strain_Ba1449	0.295981	0.000441392	1/1000
B._velezensis_strain_Soil-4-2	B._altitudinis_strain_Ba1449	0.295981	0.000434441	1/1000
B._velezensis_strain_UA0276	B._altitudinis_strain_Ba1449	0.295981	0.000430874	1/1000
B._velezensis_strain_W1	B._altitudinis_strain_Ba1449	0.295981	0.000450216	1/1000
E._coli_strain_2015C-3163	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
E._coli_strain_CUVET20-1573	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
FO-S2_contigs	B._altitudinis_strain_Ba1449	0.295981	0.000446617	1/1000
L._capsici_strain_InaCC_B347	B._altitudinis_strain_Ba1449	0.295981	0.000463308	1/1000
L._fusiformis_strain_MGMM7	B._altitudinis_strain_Ba1449	0.295981	0.000495737	1/1000
L._sp._FSL_W7-1291	B._altitudinis_strain_Ba1449	0.295981	0.00046565	1/1000
M._shinjukuense_strain_MSJ-20	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
M._tuberculosis_strain_Beijing-like_36918	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
P._aeruginosa_strain_SHPHC59	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
P._hexagrammi_strain_YPD9-1	B._altitudinis_strain_Ba1449	0.295981	0.000541818	1/1000
P._polymyxa_strain_P3	B._altitudinis_strain_Ba1449	0.295981	0.000518329	1/1000
P._simiae_strain_FP689	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
P._sp._FSL_L8-0436	B._altitudinis_strain_Ba1449	0.295981	0.000562645	1/1000
S._aureus_strain_BPH2900_isolate_BPH2900	B._altitudinis_strain_Ba1449	0.295981	0.000365009	1/1000
S._aureus_strain_MSHS_PS00038.1A	B._altitudinis_strain_Ba1449	0.295981	0.000379732	1/1000
S._tsukubensis_strain_NRRL_18488	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
S._zaomyceticus_strain_NBC_01228	B._altitudinis_strain_Ba1449	1.0	1.0	0/1000
V._ainsalahensis_strain_JCM_30907	B._altitudinis_strain_Ba1449	0.295981	0.000430636	1/1000
V._dokdonensis_strain_21D	B._altitudinis_strain_Ba1449	0.295981	0.000451507	1/1000
V._siamensis_strain_JCM_15395	B._altitudinis_strain_Ba1449	0.295981	0.000420332	1/1000
A._sp._XH2	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
A._thermoaerophilus_strain_AFn2	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
A._thermoaerophilus_strain_CCM_8960	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
B._altitudinis_strain_Ba1449	B._atrophaeus_strain_globigii	0.263022	9.98718e-08	2/1000
B._atrophaeus_strain_globigii	B._atrophaeus_strain_globigii	0.0	0.0	1000/1000
B._borstelensis_strain_SLAM-AEPS2	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
B._brevis_strain_DZQ7	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
B._cereus_strain_2-6A	B._atrophaeus_strain_globigii	0.263022	1.5296e-07	2/1000
B._laterosporus_strain_Bl-zj	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
B._licheniformis_strain_FUA2151	B._atrophaeus_strain_globigii	0.243761	1.82214e-11	3/1000
B._ovatus_strain_BFG-261	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
B._paralicheniformis_strain_285-3	B._atrophaeus_strain_globigii	0.219531	2.16557e-19	5/1000
B._paranthracis_strain_PR1	B._atrophaeus_strain_globigii	0.263022	1.41273e-07	2/1000
B._sp._41-22	B._atrophaeus_strain_globigii	0.263022	1.39918e-07	2/1000
B._sp._HF-162	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
B._subtilis_strain_75	B._atrophaeus_strain_globigii	0.156619	4.71033e-81	19/1000
B._subtilis_strain_B171	B._atrophaeus_strain_globigii	0.156619	6.30474e-81	19/1000
B._subtilis_strain_JNF2	B._atrophaeus_strain_globigii	0.161822	8.3886e-72	17/1000
B._subtilis_strain_SRCM104011	B._atrophaeus_strain_globigii	0.154223	9.657039999999999e-86	20/1000
B._subtilis_subsp._subtilis_isolate_FELIX_MS9	B._atrophaeus_strain_globigii	0.161822	8.54178e-72	17/1000
B._velezensis_strain_CN026	B._atrophaeus_strain_globigii	0.182269	5.1175899999999994e-45	11/1000
B._velezensis_strain_PTA-127065	B._atrophaeus_strain_globigii	0.186761	1.33422e-40	10/1000
B._velezensis_strain_Soil-4-2	B._atrophaeus_strain_globigii	0.186761	1.1275300000000002e-40	10/1000
B._velezensis_strain_UA0276	B._atrophaeus_strain_globigii	0.182269	4.2444099999999994e-45	11/1000
B._velezensis_strain_W1	B._atrophaeus_strain_globigii	0.182269	7.084719999999999e-45	11/1000
E._coli_strain_2015C-3163	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
E._coli_strain_CUVET20-1573	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
FO-S2_contigs	B._atrophaeus_strain_globigii	0.182269	6.450649999999999e-45	11/1000
L._capsici_strain_InaCC_B347	B._atrophaeus_strain_globigii	0.295981	0.000492867	1/1000
L._fusiformis_strain_MGMM7	B._atrophaeus_strain_globigii	0.295981	0.000529731	1/1000
L._sp._FSL_W7-1291	B._atrophaeus_strain_globigii	0.295981	0.000495519	1/1000
M._shinjukuense_strain_MSJ-20	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
M._tuberculosis_strain_Beijing-like_36918	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
P._aeruginosa_strain_SHPHC59	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
P._hexagrammi_strain_YPD9-1	B._atrophaeus_strain_globigii	0.295981	0.000582686	1/1000
P._polymyxa_strain_P3	B._atrophaeus_strain_globigii	0.295981	0.000555609	1/1000
P._simiae_strain_FP689	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
P._sp._FSL_L8-0436	B._atrophaeus_strain_globigii	0.263022	1.83983e-07	2/1000
S._aureus_strain_BPH2900_isolate_BPH2900	B._atrophaeus_strain_globigii	0.295981	0.000383111	1/1000
S._aureus_strain_MSHS_PS00038.1A	B._atrophaeus_strain_globigii	0.295981	0.000399363	1/1000
S._tsukubensis_strain_NRRL_18488	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
S._zaomyceticus_strain_NBC_01228	B._atrophaeus_strain_globigii	1.0	1.0	0/1000
V._ainsalahensis_strain_JCM_30907	B._atrophaeus_strain_globigii	0.295981	0.000456059	1/1000
V._dokdonensis_strain_21D	B._atrophaeus_strain_globigii	0.295981	0.000479535	1/1000
V._siamensis_strain_JCM_15395	B._atrophaeus_strain_globigii	0.295981	0.000444519	1/1000
A._sp._XH2	B._borstelensis_strain_SLAM-AEPS2	0.295981	0.00050234	1/1000
A._thermoaerophilus_strain_AFn2	B._borstelensis_strain_SLAM-AEPS2	0.295981	0.000507722	1/1000
A._thermoaerophilus_strain_CCM_8960	B._borstelensis_strain_SLAM-AEPS2	0.295981	0.000507843	1/1000
B._altitudinis_strain_Ba1449	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._atrophaeus_strain_globigii	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._borstelensis_strain_SLAM-AEPS2	B._borstelensis_strain_SLAM-AEPS2	0.0	0.0	1000/1000
B._brevis_strain_DZQ7	B._borstelensis_strain_SLAM-AEPS2	0.243761	5.20052e-11	3/1000
B._cereus_strain_2-6A	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._laterosporus_strain_Bl-zj	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._licheniformis_strain_FUA2151	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._ovatus_strain_BFG-261	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._paralicheniformis_strain_285-3	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._paranthracis_strain_PR1	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._sp._41-22	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._sp._HF-162	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._subtilis_strain_75	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._subtilis_strain_B171	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._subtilis_strain_JNF2	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._subtilis_strain_SRCM104011	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._subtilis_subsp._subtilis_isolate_FELIX_MS9	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._velezensis_strain_CN026	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._velezensis_strain_PTA-127065	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._velezensis_strain_Soil-4-2	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._velezensis_strain_UA0276	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
B._velezensis_strain_W1	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
E._coli_strain_2015C-3163	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
E._coli_strain_CUVET20-1573	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
FO-S2_contigs	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
L._capsici_strain_InaCC_B347	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
L._fusiformis_strain_MGMM7	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
L._sp._FSL_W7-1291	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
M._shinjukuense_strain_MSJ-20	B._borstelensis_strain_SLAM-AEPS2	0.295981	0.000565026	1/1000
M._tuberculosis_strain_Beijing-like_36918	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
P._aeruginosa_strain_SHPHC59	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
P._hexagrammi_strain_YPD9-1	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
P._polymyxa_strain_P3	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
P._simiae_strain_FP689	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
P._sp._FSL_L8-0436	B._borstelensis_strain_SLAM-AEPS2	0.295981	0.000722185	1/1000
S._aureus_strain_BPH2900_isolate_BPH2900	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
S._aureus_strain_MSHS_PS00038.1A	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
S._tsukubensis_strain_NRRL_18488	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
S._zaomyceticus_strain_NBC_01228	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
V._ainsalahensis_strain_JCM_30907	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
V._dokdonensis_strain_21D	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
V._siamensis_strain_JCM_15395	B._borstelensis_strain_SLAM-AEPS2	1.0	1.0	0/1000
A._sp._XH2	B._brevis_strain_DZQ7	1.0	1.0	0/1000
A._thermoaerophilus_strain_AFn2	B._brevis_strain_DZQ7	1.0	1.0	0/1000
A._thermoaerophilus_strain_CCM_8960	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._altitudinis_strain_Ba1449	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._atrophaeus_strain_globigii	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._borstelensis_strain_SLAM-AEPS2	B._brevis_strain_DZQ7	0.243761	5.20052e-11	3/1000
B._brevis_strain_DZQ7	B._brevis_strain_DZQ7	0.0	0.0	1000/1000
B._cereus_strain_2-6A	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._laterosporus_strain_Bl-zj	B._brevis_strain_DZQ7	0.295981	0.00065429	1/1000
B._licheniformis_strain_FUA2151	B._brevis_strain_DZQ7	0.295981	0.000581836	1/1000
B._ovatus_strain_BFG-261	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._paralicheniformis_strain_285-3	B._brevis_strain_DZQ7	0.295981	0.000588049	1/1000
B._paranthracis_strain_PR1	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._sp._41-22	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._sp._HF-162	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._subtilis_strain_75	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._subtilis_strain_B171	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._subtilis_strain_JNF2	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._subtilis_strain_SRCM104011	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._subtilis_subsp._subtilis_isolate_FELIX_MS9	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._velezensis_strain_CN026	B._brevis_strain_DZQ7	1.0	1.0	0/1000
B._velezensis_strain_PTA-127065	B._brevis_strain_DZQ7	1.0	1.0	0/1000
